race_id,rank,lane
144747,3,4
144748,1,3
144748,2,6
144748,3,4
144833,1,3
144833,2,1
144833,3,5
144834,1,1
144834,2,4
144834,3,3
144835,1,4
144835,2,2
144835,3,6
144836,1,1
144836,2,2
144836,3,5
144837,1,4
144837,2,3
144837,3,5
144838,1,3
144838,2,4
144838,3,6
144839,1,1
144839,2,4
144839,3,2
144840,1,1
144840,2,2
144840,3,3
144841,1,3
144841,2,1
144841,3,4
144842,1,4
144842,2,5
144842,3,6
144843,1,1
144843,2,3
144843,3,2
144844,1,1
144844,2,5
144844,3,3
144725,1,5
144725,2,2
144725,3,3
144726,1,2
144726,2,1
144726,3,4
144727,1,6
144727,2,1
144727,3,3
144728,1,1
144728,2,4
144728,3,6
144729,1,1
144729,2,4
144729,3,2
144730,1,4
144730,2,1
144730,3,6
144731,1,3
144731,2,1
144731,3,2
144732,1,2
144732,2,4
144732,3,5
144733,1,4
144733,2,2
144733,3,1
144734,1,3
144734,2,1
144734,3,5
144735,1,4
144735,2,1
144735,3,6
144736,1,1
144736,2,3
144736,3,5
144785,1,1
144785,2,3
144785,3,2
144786,1,1
144786,2,3
144786,3,5
144787,1,4
144787,2,3
144787,3,1
144788,1,3
144788,2,4
144788,3,1
144789,1,2
144789,2,1
144789,3,3
144790,1,5
144790,2,6
144790,3,2
144791,1,4
144791,2,6
144791,3,1
144792,1,1
144792,2,5
144792,3,2
144793,1,1
144793,2,2
144793,3,4
144794,1,1
144794,2,2
144794,3,3
144795,1,1
144795,2,5
144795,3,2
144796,1,4
144796,2,1
144796,3,2
144749,1,3
144749,2,5
144749,3,6
144750,1,1
144750,2,3
144750,3,6
144751,1,3
144751,2,1
144751,3,2
144752,1,1
144752,2,2
144752,3,3
144753,1,1
144753,2,6
144753,3,2
144755,1,1
144755,2,2
144755,3,3
144756,1,3
144756,2,1
144756,3,4
144757,1,1
144757,2,3
144757,3,6
144758,1,1
144758,2,3
144758,3,5
144759,1,4
144759,2,2
144759,3,6
144760,1,3
144760,2,1
144760,3,4
144809,1,1
144809,2,4
144809,3,2
144810,1,4
144810,2,2
144810,3,5
144811,1,2
144811,2,1
144811,3,4
144812,1,1
144812,2,3
144812,3,4
144813,1,3
144813,2,5
144813,3,1
144814,1,5
144814,2,2
144814,3,6
144815,1,1
144815,2,2
144815,3,4
144816,1,2
144816,2,1
144816,3,3
144817,1,3
144817,2,1
144817,3,4
144818,1,1
144818,2,4
144818,3,2
144819,1,1
144819,2,2
144819,3,5
144820,1,1
144820,2,2
144820,3,3
144881,1,3
144881,2,1
144881,3,4
144882,1,2
144882,2,1
144882,3,4
144883,1,3
144883,2,1
144883,3,6
144884,1,4
144884,2,3
144884,3,2
144885,1,6
144885,2,5
144885,3,3
144886,1,1
144886,2,3
144886,3,2
144887,1,3
144887,2,5
144887,3,2
144888,1,1
144888,2,6
144888,3,2
144889,1,2
144889,2,1
144889,3,4
144890,1,1
144890,2,2
144890,3,6
144891,1,1
144891,2,4
144891,3,6
144892,1,1
144892,2,4
144892,3,2
144869,1,1
144869,2,2
144869,3,3
144870,1,1
144870,2,4
144870,3,3
144871,1,5
144871,2,1
144871,3,3
144872,1,1
144872,2,2
144872,3,3
144873,1,4
144873,2,3
144873,3,1
144874,1,2
144874,2,4
144874,3,3
144875,1,1
144875,2,5
144875,3,2
144876,1,1
144876,2,6
144876,3,2
144877,1,4
144877,2,3
144877,3,1
144878,1,1
144878,2,2
144878,3,3
144879,1,1
144879,2,2
144879,3,3
144880,1,1
144880,2,2
144880,3,3
144857,1,1
144857,2,4
144857,3,3
144858,1,5
144858,2,3
144858,3,6
144859,1,1
144859,2,5
144859,3,4
144860,1,1
144860,2,4
144860,3,5
144861,1,1
144861,2,2
144861,3,3
144862,1,1
144862,2,5
144862,3,2
144863,1,1
144863,2,6
144863,3,4
144864,1,2
144864,2,3
144864,3,1
144865,1,1
144865,2,2
144865,3,3
144866,1,1
144866,2,3
144866,3,6
144867,1,1
144867,2,2
144867,3,3
144868,1,1
144868,2,5
144868,3,2
144761,1,2
144761,2,3
144761,3,5
144762,1,1
144762,2,2
144762,3,4
144763,1,1
144763,2,3
144763,3,4
144764,1,2
144764,2,3
144764,3,5
144765,1,5
144765,2,4
144765,3,3
144766,1,2
144766,2,3
144766,3,6
144767,1,1
144767,2,4
144767,3,3
144768,1,1
144768,2,4
144768,3,2
144769,1,1
144769,2,6
144769,3,5
144770,1,1
144770,2,6
144770,3,2
144771,1,1
144771,2,5
144771,3,6
144772,1,1
144772,2,3
144772,3,2
