race_id,rank,lane
143805,2,3
143805,3,4
143806,1,3
143806,2,2
143806,3,6
143807,1,3
143807,2,1
143807,3,6
143808,1,2
143808,2,1
143808,3,3
143809,1,1
143809,2,3
143809,3,5
143810,1,1
143810,2,6
143810,3,4
143811,1,5
143811,2,6
143811,3,3
143812,1,1
143812,2,4
143812,3,2
143777,1,1
143777,2,2
143777,3,3
143778,1,3
143778,2,1
143778,3,6
143779,1,3
143779,2,1
143779,3,4
143780,1,1
143780,2,3
143780,3,5
143781,1,1
143781,2,4
143781,3,5
143782,1,3
143782,2,1
143782,3,4
143783,1,1
143783,2,6
143783,3,3
143784,1,4
143784,2,5
143784,3,3
143785,1,3
143785,2,1
143785,3,4
143786,1,1
143786,2,2
143786,3,6
143787,1,1
143787,2,2
143787,3,4
143788,1,1
143788,2,2
143788,3,3
143885,1,1
143885,2,3
143885,3,4
143886,1,1
143886,2,2
143886,3,4
143887,1,3
143887,2,1
143887,3,4
143888,1,1
143888,2,3
143888,3,2
143889,1,1
143889,2,5
143889,3,2
143890,1,2
143890,2,3
143890,3,1
143891,1,1
143891,2,6
143891,3,4
143892,1,1
143892,2,3
143892,3,4
143893,1,1
143893,2,3
143893,3,6
143894,1,1
143894,2,3
143894,3,2
143895,1,6
143895,2,2
143895,3,1
143896,1,1
143896,2,3
143896,3,4
143873,1,2
143873,2,1
143873,3,6
143874,1,1
143874,2,2
143874,3,3
143875,1,5
143875,2,2
143875,3,3
143876,1,6
143876,2,3
143876,3,5
143877,1,1
143877,2,4
143877,3,2
143878,1,1
143878,2,3
143878,3,2
143879,1,1
143879,2,3
143879,3,5
143880,1,1
143880,2,3
143880,3,2
143881,1,1
143881,2,2
143881,3,4
143882,1,1
143882,2,2
143882,3,4
143883,1,2
143883,2,3
143883,3,5
143884,1,1
143884,2,2
143884,3,4
