race_id,rank,lane
146226,2,2
146226,3,4
146227,1,1
146227,2,3
146227,3,4
146228,1,1
146228,2,3
146228,3,2
146229,1,1
146229,2,2
146229,3,6
146230,1,1
146230,2,3
146230,3,4
146231,1,5
146231,2,6
146231,3,1
146232,1,4
146232,2,6
146232,3,5
146233,1,1
146233,2,3
146233,3,6
146234,1,1
146234,2,3
146234,3,4
146235,1,1
146235,2,2
146235,3,3
146236,1,2
146236,2,1
146236,3,3
146189,1,5
146189,2,3
146189,3,6
146190,1,2
146190,2,5
146190,3,1
146191,1,4
146191,2,3
146191,3,1
146192,1,1
146192,2,4
146192,3,3
146193,1,3
146193,2,1
146193,3,4
146194,1,1
146194,2,6
146194,3,3
146195,1,1
146195,2,2
146195,3,4
146196,1,3
146196,2,6
146196,3,1
146197,1,1
146197,2,4
146197,3,3
146198,1,2
146198,2,6
146198,3,1
146199,1,1
146199,2,2
146199,3,3
146200,1,1
146200,2,6
146200,3,4
146309,1,1
146309,2,3
146309,3,5
146310,1,1
146310,2,4
146310,3,6
146311,1,1
146311,2,2
146311,3,4
146312,1,3
146312,2,1
146312,3,4
146313,1,1
146313,2,2
146313,3,4
146314,1,1
146314,2,3
146314,3,6
146315,1,1
146315,2,4
146315,3,2
146316,1,2
146316,2,5
146316,3,3
146317,1,1
146317,2,3
146317,3,4
146318,1,1
146318,2,5
146318,3,4
146319,1,1
146319,2,2
146319,3,5
146320,1,1
146320,2,2
146320,3,4
146237,1,1
146237,2,5
146237,3,6
146238,1,1
146238,2,3
146238,3,5
146239,1,4
146239,2,3
146239,3,6
146240,1,1
146240,2,2
146240,3,5
146241,1,1
146241,2,2
146241,3,6
146242,1,1
146242,2,3
146242,3,6
146243,1,5
146243,2,1
146243,3,3
146244,1,1
146244,2,3
146244,3,5
146245,1,2
146245,2,4
146245,3,5
146246,1,3
146246,2,2
146246,3,5
146247,1,1
146247,2,2
146247,3,5
146248,1,3
146248,2,4
146248,3,5
146249,1,1
146249,2,3
146249,3,4
146250,1,1
146250,2,3
146250,3,2
146251,1,2
146251,2,3
146251,3,5
146252,1,6
146252,2,1
146252,3,5
146253,1,5
146253,2,1
146253,3,6
146254,1,1
146254,2,2
146254,3,4
146255,1,1
146255,2,6
146255,3,3
146256,1,3
146256,2,2
146256,3,6
146257,1,1
146257,2,2
146257,3,6
146258,1,1
146258,2,3
146258,3,4
146259,1,1
146259,2,4
146259,3,2
146260,1,4
146260,2,1
146260,3,3
146333,1,1
146333,2,3
146333,3,5
146334,1,3
146334,2,1
146334,3,5
146335,1,1
146335,2,2
146335,3,3
146336,1,2
146336,2,1
146336,3,3
146337,1,4
146337,2,5
146337,3,1
146338,1,3
146338,2,1
146338,3,4
146339,1,1
146339,2,2
146339,3,3
146340,1,1
146340,2,6
146340,3,4
146341,1,1
146341,2,3
146341,3,4
146342,1,1
146342,2,2
146342,3,4
146343,1,2
146343,2,1
146343,3,4
146344,1,2
146344,2,1
146344,3,3
146213,1,1
146213,2,2
146213,3,3
146214,1,2
146214,2,1
146214,3,3
146215,1,3
146215,2,1
146215,3,6
146216,1,1
146216,2,2
146216,3,3
146217,1,1
146217,2,2
146217,3,4
146218,1,1
146218,2,3
146218,3,4
146219,1,1
146219,2,3
146219,3,2
146220,1,1
146220,2,4
146220,3,6
146221,1,3
146221,2,1
146221,3,5
146222,1,3
146222,2,4
146222,3,2
146223,1,1
146223,2,3
146223,3,2
146224,1,1
146224,2,2
146224,3,5
146273,1,1
146273,2,2
146273,3,3
146274,1,1
146274,2,5
146274,3,4
146275,1,1
146275,2,4
146275,3,3
146276,1,5
146276,2,2
146276,3,3
146277,1,3
146277,2,5
146277,3,2
146278,1,5
146278,2,3
146278,3,6
146279,1,2
146279,2,1
146279,3,3
146280,1,4
146280,2,6
146280,3,1
146281,1,3
146281,2,1
146281,3,6
146282,1,1
146282,2,3
146282,3,2
146283,1,3
146283,2,6
146283,3,2
146284,1,5
146284,2,1
146284,3,6
